""20-01-19 Sun 20:32:21.079 INFO  16284 --- [    main] InstanceInfoFactory                      : Setting initial instance status as: STARTING
""20-01-19 Sun 20:32:21.091 INFO  16284 --- [    main] DiscoveryClient                          : Initializing Eureka in region us-east-1
""20-01-19 Sun 20:32:21.125 INFO  16284 --- [    main] ConfigClusterResolver                    : Resolving eureka endpoints via configuration
""20-01-19 Sun 20:32:21.457 INFO  16284 --- [    main] DiscoveryClient                          : Disable delta property : false
""20-01-19 Sun 20:32:21.458 INFO  16284 --- [    main] DiscoveryClient                          : Single vip registry refresh property : null
""20-01-19 Sun 20:32:21.458 INFO  16284 --- [    main] DiscoveryClient                          : Force full registry fetch : false
""20-01-19 Sun 20:32:21.458 INFO  16284 --- [    main] DiscoveryClient                          : Application is null : false
""20-01-19 Sun 20:32:21.459 INFO  16284 --- [    main] DiscoveryClient                          : Registered Applications size is zero : true
""20-01-19 Sun 20:32:21.459 INFO  16284 --- [    main] DiscoveryClient                          : Application version is -1: true
""20-01-19 Sun 20:32:21.459 INFO  16284 --- [    main] DiscoveryClient                          : Getting all instance registry info from the eureka server
""20-01-19 Sun 20:32:22.023 INFO  16284 --- [    main] DiscoveryClient                          : The response status is 200
""20-01-19 Sun 20:32:22.030 INFO  16284 --- [    main] DiscoveryClient                          : Starting heartbeat executor: renew interval is: 30
""20-01-19 Sun 20:32:22.038 INFO  16284 --- [    main] InstanceInfoReplicator                   : InstanceInfoReplicator onDemand update allowed rate per min is 4
""20-01-19 Sun 20:32:22.056 INFO  16284 --- [    main] DiscoveryClient                          : Discovery Client initialized at timestamp 1579462342052 with initial instances count: 3
""20-01-19 Sun 20:32:22.059 INFO  16284 --- [    main] EurekaServiceRegistry                    : Registering application CLIENT-REGISTRATION-SERVICE with eureka with status UP
""20-01-19 Sun 20:32:22.060 INFO  16284 --- [    main] DiscoveryClient                          : Saw local status change event StatusChangeEvent [timestamp=1579462342060, current=UP, previous=STARTING]
""20-01-19 Sun 20:32:22.064 INFO  16284 --- [nfoReplicator-0] DiscoveryClient                          : DiscoveryClient_CLIENT-REGISTRATION-SERVICE/localhost:client-registration-service:8446: registering service...
""20-01-19 Sun 20:32:22.204 INFO  16284 --- [nfoReplicator-0] DiscoveryClient                          : DiscoveryClient_CLIENT-REGISTRATION-SERVICE/localhost:client-registration-service:8446 - registration status: 204
""20-01-19 Sun 20:32:22.762 INFO  16284 --- [    main] TomcatWebServer                          : Tomcat started on port(s): 8446 (https) 8105 (http) with context path ''
""20-01-19 Sun 20:32:22.763 INFO  16284 --- [    main] EurekaAutoServiceRegistration            : Updating port to 8446
""20-01-19 Sun 20:32:22.767 INFO  16284 --- [    main] RegistrationServiceApplication           : Started RegistrationServiceApplication in 17.08 seconds (JVM running for 20.123)
""20-01-19 Sun 20:33:24.572 INFO  16284 --- [nio-8446-exec-6] [/]                                      : Initializing Spring DispatcherServlet 'dispatcherServlet'
""20-01-19 Sun 20:33:24.573 INFO  16284 --- [nio-8446-exec-6] DispatcherServlet                        : Initializing Servlet 'dispatcherServlet'
""20-01-19 Sun 20:33:24.590 INFO  16284 --- [nio-8446-exec-6] DispatcherServlet                        : Completed initialization in 17 ms
""20-01-19 Sun 20:33:25.020 INFO  16284 --- [nio-8446-exec-6] ChainedDynamicProperty                   : Flipping property: main-backend.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
""20-01-19 Sun 20:33:25.074 INFO  16284 --- [nio-8446-exec-6] ShutdownEnabledTimer                     : Shutdown hook installed for: NFLoadBalancer-PingTimer-main-backend
""20-01-19 Sun 20:33:25.075 INFO  16284 --- [nio-8446-exec-6] BaseLoadBalancer                         : Client: main-backend instantiated a LoadBalancer: DynamicServerListLoadBalancer:{NFLoadBalancer:name=main-backend,current list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null
""20-01-19 Sun 20:33:25.086 INFO  16284 --- [nio-8446-exec-6] DynamicServerListLoadBalancer            : Using serverListUpdater PollingServerListUpdater
""20-01-19 Sun 20:33:25.126 INFO  16284 --- [nio-8446-exec-6] ChainedDynamicProperty                   : Flipping property: main-backend.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
""20-01-19 Sun 20:33:25.132 INFO  16284 --- [nio-8446-exec-6] DynamicServerListLoadBalancer            : DynamicServerListLoadBalancer for client main-backend initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=main-backend,current list of Servers=[localhost:8445],Load balancer stats=Zone stats: {defaultzone=[Zone:defaultzone;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
},Server stats: [[Server:localhost:8445;	Zone:defaultZone;	Total Requests:0;	Successive connection failure:0;	Total blackout seconds:0;	Last connection made:Thu Jan 01 01:00:00 CET 1970;	First connection made: Thu Jan 01 01:00:00 CET 1970;	Active Connections:0;	total failure count in last (1000) msecs:0;	average resp time:0.0;	90 percentile resp time:0.0;	95 percentile resp time:0.0;	min resp time:0.0;	max resp time:0.0;	stddev resp time:0.0]
]}ServerList:org.springframework.cloud.netflix.ribbon.eureka.DomainExtractingServerList@4844686a
""20-01-19 Sun 20:33:26.032 INFO  16284 --- [nio-8446-exec-6] RegistrationController                   : Validation has completed successfully.
""20-01-19 Sun 20:33:26.092 INFO  16284 --- [erListUpdater-0] ChainedDynamicProperty                   : Flipping property: main-backend.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
""20-01-19 Sun 20:33:26.246 INFO  16284 --- [nio-8446-exec-6] RegistrationController                   : Connecting to microservice 'main-backend'.
""20-01-19 Sun 20:33:28.306 ERROR 16284 --- [nio-8446-exec-6] [dispatcherServlet]                      : Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is feign.RetryableException: Read timed out executing POST http://main-backend/users] with root cause
